Forward_Sortation_Area,confirmationNo,Latitude,Longitude,formattedAddress,postalCode,supportDescription,riskType,submittedDate,startDate,endDate,owner,contractor,compName,Vermiculite,Piping,Drywall,Insulation,Tiling,Floor_Tiles,Ceiling_Tiles,Ducting,Plaster,Stucco_Stipple,Fittings,startYear
R0C,1350874,50.1246576,-97.3320853,"512 8 Avenue South, Stonewall, MB R0C 2Z0, Canada",R0C 2Z0,Removal of drywall on interior walls inside basement following type 3 procedures please accept this as a 5 day notice before start advise if you have any questions ,Type III,5/11/2021 12:35:00 PM,2021-05-17 0:00,2021-05-21 0:00,Donald Baryliuk,Priority Restoration ,MWI - Scott P. ,0,0,1,0,0,0,0,0,0,0,0,2021
R3P,1350882,49.8629686,-97.2260754,"415 Laidlaw Boulevard, Winnipeg, MB R3P 0K8, Canada",R3P 0K8,Vermiculite in the attic,Type III,5/11/2021 2:11:00 PM,2021-05-11 0:00,2021-05-31 0:00,Enviro  Doctors,Enviro Doctors,HLC Consulting,1,0,0,0,0,0,0,0,0,0,0,2021
R2C,1350903,49.8978319,-97.0157912,"600 Hoka Street, Winnipeg, MB R2C 2V1, Canada",R2C 2V1,glove bagging in crawl space 500 fittings with parging cement also 5000 linear ft of black mastic ,Type II,5/11/2021 4:16:00 PM,2021-05-17 0:00,2021-06-07 0:00,Marrbeck Construction,Paragon Industries,Woods Environment ,0,0,0,0,0,0,0,0,0,0,1,2021
R2Y,1350905,49.8832969,-97.281029,"G!-233 Booth, Winnipeg, MB R2Y 0L5, Canada",R2Y 0L5,Removal of  parging cement on pipe elbows in small area to reinsulate,Type II,5/11/2021 4:19:00 PM,2021-05-17 0:00,2021-05-21 0:00,Globe Property Management,Maxim Home Improvements Ltd,HC Consulting,0,1,0,1,0,0,0,0,0,0,0,2021
R3C,1350947,49.8922697,-97.1410621,"245 Smith Street, Winnipeg, MB R3C 0R6, Canada",R3C 0R6,Type 2 parging cement removal ,Type II,5/12/2021 9:48:00 AM,2021-05-19 0:00,2021-05-24 0:00,City of Winnipeg,Western Waste Mgmt.,Pinchin,0,0,0,0,0,0,0,0,0,0,0,2021
R3E,1350967,49.9092181,-97.1855888,"1340 Notre Dame Avenue, Winnipeg, MB R3E 0P4, Canada",R3E 0P4,Drywall joint compound parging VSF,Type III,5/12/2021 12:53:00 PM,2021-05-19 0:00,2021-06-18 0:00,Bocksteal  Construction,True North Waste Management,HLC Consulting Ltd.,0,0,1,0,0,0,0,0,0,0,0,2021
R3E,1350978,49.9181634,-97.1798961,"1383 Whyte Avenue, Winnipeg, MB R3E 1V7, Canada",R3E 1V7,Removal of exterior stucco that fell over the winter we will be setting up visual barriers and signage plus will remove making sure its wet and wearing full type 2 PPE disposing of materials following proper ACM procedures we are requesting  exception to 5 day notice to proceed and avoid any further issues please advise if you have any questions or concerns thank you ,Type II,5/12/2021 2:14:00 PM,2021-05-14 0:00,2021-05-14 0:00,Manitoba central Services,Priority Restoration ,MWI- Scott P,0,0,0,0,0,0,0,0,0,1,0,2021
R1A,1351103,50.1423669,-96.8762333,"339 A Main Street, Selkirk, MB R1A 1T3, Canada",R1A 1T3,drywall joint compound ,Type III,5/13/2021 5:59:00 PM,2021-05-15 0:00,2021-05-16 0:00,gardon construction,kepsco,tessaract ,0,0,1,0,0,0,0,0,0,0,0,2021
R2M,1351127,49.8723744,-97.1077096,"88 Fifth Avenue, Winnipeg, MB R2M 0B3, Canada",R2M 0B3,asbestos paper around the vents will be removed via type 2 procedures. vinyl sheet flooring containing asbestos will be removed via type 2 procedures. ,Type II,5/13/2021 10:23:00 PM,2021-05-18 0:00,2021-05-18 0:00,andrei dumitrescu,mould asbestos kings,prairie environmental ,0,0,0,0,0,0,0,0,0,0,0,2021
R2H,1351160,49.8787245,-97.1287729,"87 Walmer Street, Winnipeg, MB R2H 3H4, Canada",R2H 3H4,Type 2 drywall repairs,Type II,5/14/2021 11:37:00 AM,2021-05-20 0:00,2021-05-20 0:00,City of Winnipeg,Western Waste Mgmt.,Pinchin,0,0,1,0,0,0,0,0,0,0,0,2021
R3T,1351174,49.8098804,-97.1331078,"7 Services Street #3S, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Removal of windows containing ACM Caulking and wrapping for disposal,Type II,5/14/2021 1:27:00 PM,2021-05-17 0:00,2021-09-30 0:00,Tractus Projects,Advanced Environmental Services Inc,KGS Group,0,0,0,0,0,0,0,0,0,0,0,2021
R3G,1351185,49.8908755,-97.1788537,"969 Saint Matthews Avenue, Winnipeg, MB R3G 2N6, Canada",R3G 2N6,Remove of asbestos pipe wrap on a single pipe less than 3 ft long ,Type II,5/14/2021 2:36:00 PM,2021-05-20 0:00,2021-05-20 0:00,ServiceMaster Winnipeg,ServiceMaster Winnipeg,HLC Consulting,0,1,0,0,0,0,0,0,0,0,0,2021
R3B,1351190,49.89531,-97.1365675,"161 Portage Avenue East, Winnipeg, MB R3B 2L6, Canada",R3B 2L6,Type 1 removal of VAT,Type I,5/14/2021 3:07:00 PM,2021-05-25 0:00,2021-05-26 0:00,Richardson Centre,Western Waste Management,Pinchin Ltd.,0,0,0,0,0,0,0,0,0,0,0,2021
R3B,1351192,49.89531,-97.1365675,"Hy'S Patio, 161 Portage Avenue East, Winnipeg, MB R3B 2L6, Canada",R3B 2L6,Type 1 removal of asbestos-containing pipe mastic at the patio door,Type I,5/14/2021 3:17:00 PM,2021-05-25 0:00,2021-05-26 0:00,Richardson Centre,Western Waste Management,Pinchin Ltd.,0,1,0,0,0,0,0,0,0,0,0,2021
R2L,1351193,49.9135085,-97.1146578,"180 Poplar Avenue, Winnipeg, MB R2L 1M1, Canada",R2L 1M1,Limited removal of Gypsum Board and Joint Compound,Type II,5/14/2021 3:48:00 PM,2021-05-25 0:00,2021-05-25 0:00,City of Winnipeg - Will Deller,Priority Restoration Services Ltd,Wood EIS,0,0,0,0,0,0,0,0,0,0,0,2021
R2M,1351282,49.8571046,-97.1126826,"700 Saint Mary's Road, Winnipeg, MB R2M 3M9, Canada",R2M 3M9,REMOVAL OF FLOOR TILES,Type II,5/17/2021 8:30:00 AM,2021-05-25 0:00,2021-05-28 0:00,GRACE FREDRICK,Breathe Easy Eco Solutions,Prairie Environmental,0,0,0,0,1,1,0,0,0,0,0,2021
R0E,1351317,50.2989325,-95.9784695,"37 Gauer Road, Lac du Bonnet, MB R0E 1A0, Canada",R0E 1A0,REMOVAL OF BOILER,Type II,5/17/2021 11:02:00 AM,2021-05-19 0:00,2021-05-19 0:00,JIM PUSIEWICH,Breathe Easy Eco Solutions,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3G,1351356,49.8968043,-97.1856388,"1040 Clifton Street, Winnipeg, MB R3G 2Y3, Canada",R3G 2Y3,URGENT - Type 2 for suspected vermiculite seen on new insulation in bulkhead - very little vermiculite seen approx 1-2 litres but insulation in bulkhead needing to be remove due to fire damage - Type 2 with two chambers and containment plus air scrubber - work should be completed in an hour,Type II,5/17/2021 2:31:00 PM,2021-05-18 0:00,2021-05-18 0:00,Eva Solis,Priority Restoration,na,1,0,0,1,0,0,0,0,0,0,0,2021
R3L,1351361,49.8657643,-97.1345652,"524 Osborne Street, Winnipeg, MB R3L 2B1, Canada",R3L 2B1,remove the carpet subfloor asbestos floor tile and the leveler on the 2nd floor under,Type III,5/17/2021 2:56:00 PM,2021-05-21 0:00,2021-05-28 0:00,City of Winnipeg,Advanced Environmental Services Inc,Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2021
R2K,1351440,49.9068634,-97.0748876,"428 Keenleyside Street, Winnipeg, MB R2K 4A1, Canada",R2K 4A1,remove tub surround tile and drywall - asbestos in drywall joint compound - vacant unit  ,Type II,5/17/2021 4:47:00 PM,2021-05-21 0:00,2021-05-21 0:00,Shelter Canada Properties,Taurcan Inc ,MWI Consultants,0,0,1,0,1,0,0,0,0,0,0,2021
R3M,1351502,49.8678872,-97.1643069,"962 McMillan Avenue, Winnipeg, MB R3M 0V7, Canada",R3M 0V7,  Boiler remove,Type III,5/18/2021 11:54:00 AM,2021-05-18 0:00,2021-05-21 0:00,Benjamin Bradley,Tony Asbestos Removal Service LTD,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3C,1351527,49.8910516,-97.1462457,"Royal Winnipeg Ballet, 380 Graham Avenue, Winnipeg, MB R3C 4H2, Canada",R3C 4H2,Type 2 removal of  asbestos and lead containing drywall,Type II,5/18/2021 2:17:00 PM,2021-06-14 0:00,2021-06-16 0:00,JD Environmental,Western Waste Management,JD Environmental,0,0,1,0,0,0,0,0,0,0,0,2021
R0J,1351529,50.2343282,-99.4613683,"500 Hospital Street, Neepawa, MB R0J 1H0, Canada",R0J 1H0,Removal of floor tile from Pharmacy Storage room at Neepawa Health Centre,Type I,5/18/2021 2:40:00 PM,2021-05-18 0:00,2021-05-18 0:00,Prairie Mountain Health,Power Vac,Pinchin Ltd.,0,0,0,0,1,0,0,0,0,0,0,2021
,1351532,37.7817166,-82.3373685,"78 U.S. 52 West, Steinbach, MB R0A 2A0, Canada",R0A 2A0,drywall and drywall joint compound removal,Type III,5/18/2021 3:04:00 PM,2021-05-31 0:00,2021-06-02 0:00,Chris Teetaert,Breathe Easy Eco Solutions,Prairie Environmental,0,0,1,0,0,0,0,0,0,0,0,2021
R0B,1351546,54.5854578,-101.3713588,"1 Falcon Street, Cranberry Portage, MB R0B 0H0, Canada",R0B 0H0,Removal and disposal of asbestos slate tile and black tar paper from the outside of the maintenance building material will be taken to the pas waste waste will be put in cardboard boxes and put in yellow asbestos bags removal of tile will be done with a misting of water and removed by pry bar ,Type I,5/18/2021 4:26:00 PM,2021-05-25 0:00,2021-07-30 0:00,Frontier school division,frontier school division,Frontier school division,0,0,0,0,1,0,0,0,0,0,0,2021
R2K,1351577,49.9351592,-97.0994392,"145 Moir Avenue, Winnipeg, MB R2K 0G8, Canada",R2K 0G8,Requesting to waive 5 day notice to prevent secondary damages - Removal of plaster and drywall in 3 rooms following asbestos type 3 protocols,Type III,5/19/2021 7:40:00 AM,2021-05-20 0:00,2021-05-28 0:00,Paul and Marcia Baryluk,Priority Restoration,MWI Consultants,0,0,1,0,0,0,0,0,1,0,0,2021
R2P,1351586,49.9577433,-97.1406371,"957 Beecher Avenue, Winnipeg, MB R2V 4R6, Canada",R2V 4R6,Type 2 asbestos abatement in the living room - Exhausting outside,Type II,5/19/2021 9:12:00 AM,2021-05-25 0:00,2021-05-28 0:00,Priority Restoration,Priority Restoration,MWI Consultants,0,0,0,0,0,0,0,0,0,0,0,2021
R3B,1351604,49.8963838,-97.1425058,"45 King Street, Winnipeg, MB R3B 1H5, Canada",R3B 1H5,Recommissioning of MB Hydro Substation from the early 1900s,Type I,5/19/2021 11:35:00 AM,2021-05-31 0:00,2021-08-31 0:00,Manitoba Hydro,Voltage Power,Tesseract,0,0,0,0,0,0,0,0,0,0,0,2021
R3C,1351611,49.8918196,-97.1417517,"Donald Library Parkade, 251, Winnipeg, MB R3C 3P5, Canada",R3C 3P5,Glove bag 4 fittings in north west Sprinkler room on P2,Type II,5/19/2021 12:06:00 PM,2021-05-26 0:00,2021-05-27 0:00,City of Winnipeg,True North Waste Management,Wood Environmental,0,0,0,0,0,0,0,0,0,0,1,2021
R2K,1351613,49.9255839,-97.1014388,"266 Bronx Avenue, Winnipeg, MB R2K 0Y7, Canada",R2K 0Y7,Vinyl and vermiculite ,Type III,5/19/2021 12:13:00 PM,2021-05-19 0:00,2021-06-04 0:00,On Side Restoration,Associated Environmental Services,MWI,1,0,0,0,0,0,0,0,0,0,0,2021
R3R,1351614,49.8513196,-97.3174839,"6691 Rannock Avenue, Winnipeg, MB R3R 1Z3, Canada",R3R 1Z3,Type 3 boiler remediation,Type III,5/19/2021 12:35:00 PM,2021-05-25 0:00,2021-05-31 0:00,Loewen Mechanical,Western Waste Mgmt.,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3C,1351638,49.8891037,-97.147956,"444 Saint Mary Avenue, Winnipeg, MB R3C 3T1, Canada",R3C 3T1,Type 2 asbestos removal from washrooms on 11th and 17th floors,Type II,5/19/2021 3:15:00 PM,2021-05-31 0:00,2021-06-11 0:00,Winnipeg Building and Decorating,Western Waste Management,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3P,1351646,49.8650136,-97.2208394,"314 Park Boulevard North, Winnipeg, MB R3P 0G7, Canada",R3P 0G7,Removal of lower 2 feet of drywall through out basement - approx 80 lineal feet     drywall has a texture applied to it which tested positive for asbestos,Type II,5/19/2021 5:09:00 PM,2021-05-25 0:00,2021-05-28 0:00,ServiceMaster Winnipeg,ServiceMaster Winnipeg,HLC Consulting,0,0,1,0,0,0,0,0,0,0,0,2021
R3T,1351671,49.8118871,-97.1305278,"224 Dysart Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Removal of Texture coat ceiling and acm flooring,Type III,5/20/2021 7:52:00 AM,2021-05-25 0:00,2021-07-02 0:00,MD Steele Construction Ltd,Advanced Environmental Services,KGS Group,0,0,0,0,0,0,0,0,0,0,0,2021
R2C,1351672,49.9364483,-96.9337095,"63068 Deacon Road, Dugald, MB R0E 0K0, Canada",R0E 0K0,REMOVAL OF PARTIAL CEILING WITH STIPPLE THAT TESTED POSTIVE FOR ASBESTOS,Type III,5/20/2021 7:55:00 AM,2021-05-27 0:00,2021-05-28 0:00,BOB ROGERS,Breathe Easy Eco Solutions,Prairie Environmental,0,0,0,0,0,0,0,0,0,1,0,2021
R3M,1351679,49.873112,-97.1548846,"323 Wellington Crescent #202, Winnipeg, MB R3M 0A4, Canada",R3M 0A4,Type 2 abatement required due to water loss in the kitchen vinyl floor has been affected and will be removed under Type 2 Abatement procedures as indicated in Pinchins scope of work,Type II,5/20/2021 9:21:00 AM,2021-05-25 0:00,2021-05-27 0:00,Chris Braun,Winnipeg Building and Decorating,Pinchin Ltd,0,0,0,0,0,0,0,0,0,0,0,2021
R7A,1351682,49.8455452,-99.9629948,"270 18th Street, Brandon, MB R7A 6A9, Canada",R7A 6A9,Removal of plaster ceiling in room 220 of Flora Cowan building at Brandon University,Type III,5/20/2021 9:31:00 AM,2021-05-25 0:00,2021-05-31 0:00,Brandon University,Power Vac,Pinchin Ltd.,0,0,0,0,0,0,0,0,1,0,0,2021
R3T,1351693,49.8089651,-97.1366573,"71 Curry Place, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Removal of ACM Texture coat ceiling and flooring,Type III,5/20/2021 10:56:00 AM,2021-05-25 0:00,2021-07-02 0:00,MD Steele Construction Ltd,Advanced Environmental Services Inc,KGS Group,0,0,0,0,0,0,0,0,0,0,0,2021
R7A,1351713,49.8195079,-99.9735736,"1906 26th Street, Brandon, MB R7B 3Y2, Canada",R7B 3Y2,Type 3 removal of sheet flooring duct wrap and window caulking,Type III,5/20/2021 12:49:00 PM,2021-05-25 0:00,2021-05-31 0:00,J and G,Restoration Manitoba ,Pinchin environmental,0,0,0,0,0,0,0,1,0,0,0,2021
R3B,1351720,49.8957545,-97.1392545,"201 Portage Avenue, Winnipeg, MB R3B 3K6, Canada",R3B 3K6,Type 3 plaster wall removal,Type III,5/20/2021 1:34:00 PM,2021-05-25 0:00,2021-06-04 0:00,Winnipeg Building and,Western Waste Mgmt.,Prairie Environmental,0,0,0,0,0,0,0,0,1,0,0,2021
R2K,1351730,49.9039681,-97.0720398,"89 George Suttie Bay, Winnipeg, MB R2K 3C9, Canada",R2K 3C9,REMOVE STUCCO,Type III,5/20/2021 2:46:00 PM,2021-05-27 0:00,2021-05-28 0:00,matt machnee,Bulldog Demolition,bulldog demolition,0,0,0,0,0,0,0,0,0,1,0,2021
R3T,1351776,49.8078759,-97.1364277,"56 Curry Place, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Glovebag of 1 parging elbow,Type II,5/21/2021 7:43:00 AM,2021-05-31 0:00,2021-06-01 0:00,University of Manitoba,True North Waste,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3T,1351777,49.80847,-97.13455,"75B Chancellors Circle, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Glovebag 12 Fittings in various locations,Type II,5/21/2021 7:50:00 AM,2021-05-31 0:00,2021-06-01 0:00,University of Manitoba,True North Waste,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,1,2021
R3T,1351778,49.8092268,-97.1309911,"173 Dafoe Road West, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Type 3 Abatement of Pipe and tank insulation in Mechanical Room,Type III,5/21/2021 7:58:00 AM,2021-05-31 0:00,2021-06-04 0:00,University of Manitoba,Western Waste Management,Tesseract Environmental,0,1,0,1,0,0,0,0,0,0,0,2021
R2H,1351819,49.8849016,-97.1251341,"409 Tache Avenue, Winnipeg, MB R2H 2A6, Canada",R2H 2A6,Glove-bag removal of pipe insulation,Type II,5/21/2021 12:21:00 PM,2021-05-25 0:00,2021-05-25 0:00,St.Boniface Hospital,Advanced Environmental Services Inc.,Customer Discretion,0,1,0,1,0,0,0,0,0,0,0,2021
R3B,1351821,49.8973765,-97.1488123,"411 Cumberland Avenue, Winnipeg, MB R3B 1T7, Canada",R3B 1T7,Cutting an opening in ACM drywall for plumber access,Type II,5/21/2021 12:25:00 PM,2021-05-25 0:00,2021-05-25 0:00,ASH Management Group,Advanced Environmental Services Inc,Customer Discretion,0,0,1,0,0,0,0,0,0,0,0,2021
R1N,1351822,49.931019,-98.2431824,"33046 Manitoba 331, Southport, MB R3G 2C5, Canada",R3G 2C5,Glove bag 15 feet of pipe wrap,Type II,5/21/2021 12:30:00 PM,2021-05-28 0:00,2021-05-28 0:00,Tim Crouch,Advanced Environmental Services Inc,Customer Discretion,0,1,0,0,0,0,0,0,0,0,0,2021
R2X,1351833,49.9381701,-97.1869551,"11 Plymouth Street, Winnipeg, MB R2X 2V5, Canada",R2X 2V5,Type 3 drywall,Type III,5/21/2021 1:55:00 PM,2021-05-25 0:00,2021-06-04 0:00,Graham Construction,Rakowski Cartage  Wrecking,Prairie Environmental,0,0,1,0,0,0,0,0,0,0,0,2021
R2C,1351837,49.8978319,-97.0157912,"600 Hoka Street, Winnipeg, MB R2C 2V1, Canada",R2C 2V1,removal approximately 30 sqft of drywall under windows in 4 classrooms ,Type II,5/21/2021 3:19:00 PM,2021-05-27 0:00,2021-06-11 0:00,Marrbeck Construction,Paragon Industries,Woods Environmental ,0,0,1,0,0,0,0,0,0,0,0,2021
R2H,1351839,49.8909693,-97.1186093,"607 Langevin Street Cbc, Winnipeg, MB R2H 2W2, Canada",R2H 2W2,Repair damaged ACM and encapsulate,Type II,5/21/2021 3:50:00 PM,2021-06-07 0:00,2021-06-12 0:00,Pinchin Ltd.,Western Waste Management,Pinchin Ltd.,0,0,0,0,0,0,0,0,0,0,0,2021
R3T,1351840,49.8106357,-97.1364888,"U Of M Armes, Winnipeg, MB R3T 2M5, Canada",R3T 2M5,Type 3 removal of plaster walls,Type III,5/21/2021 3:53:00 PM,2021-05-26 0:00,2021-06-11 0:00,Tractus Projects,Western Waste Management,KGS,0,0,0,0,0,0,0,0,1,0,0,2021
R3L,1351968,49.8788033,-97.1505154,"55 Nassau Street North, Winnipeg, MB R3L 2G8, Canada",R3L 2G8,Emergency type 2 drywall removal because of water leak,Type II,5/25/2021 7:03:00 AM,2021-05-25 0:00,2021-05-25 0:00,Winnipeg Condo Corp,Western Waste Mgmt.,,0,0,1,0,0,0,0,0,0,0,0,2021
R3R,1351983,49.8523341,-97.2536591,"3485 Eldridge Avenue, Winnipeg, MB R3R 2X5, Canada",R3R 2X5,STUCCO 14X22 DETACHED GARAGE,Type II,5/25/2021 11:08:00 AM,2021-06-02 0:00,2021-06-03 0:00,BLACK DIAMOND,BLACK DIAMOND,MWI CONSULTANT,0,0,0,0,0,0,0,0,0,1,0,2021
R3L,1352055,49.8719959,-97.1505199,"665 Corydon Avenue, Winnipeg, MB R3C 2E6, Canada",R3C 2E6,Grey stucco on exterior of garage ,Type I,5/25/2021 9:21:00 PM,2021-06-01 0:00,2021-06-03 0:00,Mr Garbage Corp.,Mr Garbage Corp. ,MWI,0,0,0,0,0,0,0,0,0,1,0,2021
R0E,1352072,49.8811655,-96.6233317,"62098 Hwy 12, Anola, MB R0E 0A0, Canada",R0E 0A0,URGENT due to water damage and to prevent mould - type 2 removal of approximately 100sqft of drywall to be completed in less than 3 hours - install of neg air machine including double chambers with hoarding to be done today,Type II,5/26/2021 8:30:00 AM,2021-05-27 0:00,2021-05-27 0:00,Patrick Tench,Priority Restoration,Priority Restoration,0,0,1,0,0,0,0,0,0,0,0,2021
R3B,1352074,49.8967815,-97.1425621,"48 King Street, Winnipeg, MB R3B 1H5, Canada",R3B 1H5,mock up type 1 removal of insulated electrical wires in 3 different types of cells ,Type I,5/26/2021 8:48:00 AM,2021-06-01 0:00,2021-06-03 0:00,Voltage Power,Paragon Industries,Tesseract Environmental ,0,0,0,1,0,0,0,0,0,0,0,2021
R2C,1352078,49.9014036,-96.9910918,"410 Harold Avenue East, Winnipeg, MB R2C 0R9, Canada",R2C 0R9,STUCCO GARAGE WITH ASBESTOS,Type II,5/26/2021 9:30:00 AM,2021-06-04 0:00,2021-06-05 0:00,BLACK DIAMOND,BLACK DIAMOND CONCRETE ,MWI CONSULTANT,0,0,0,0,0,0,0,0,0,1,0,2021
R3M,1352122,49.8653758,-97.1498102,"727 Scotland Avenue, Winnipeg, MB R3M 1W7, Canada",R3M 1W7,  drywall join compound and floor,Type III,5/26/2021 1:07:00 PM,2021-05-26 0:00,2021-06-04 0:00,Paris Development,Tony Asbestos Removal Service LTD,Prairie Environmental,0,0,1,0,0,0,0,0,0,0,0,2021
R3M,1352125,49.8614387,-97.1564293,"863 Weatherdon Avenue, Winnipeg, MB R3M 2B3, Canada",R3M 2B3,  Exterior - stucco remove,Type III,5/26/2021 1:20:00 PM,2021-05-26 0:00,2021-06-11 0:00,Paris Development,Tony Asbestos Removal Service LTD,Prairie Environmental,0,0,0,0,0,0,0,0,0,1,0,2021
R4H,1352146,49.8754243,-97.4175562,"Headingley, Lagoon R4H 1E8, Canada",R4H 1E8,Type 1 removal of asbestos-containing pipe insulation outdoors,Type I,5/26/2021 3:48:00 PM,2021-06-04 0:00,2021-06-11 0:00,Anderson Demolition,Western Waste Management,,0,1,0,1,0,0,0,0,0,0,0,2021
R0C,1352187,50.256324,-97.321294,"Government Road Allowance East, Balmoral, MB R0C 0H0, Canada",R0C 0H0,Emergency Type 3 abatement required- school sustained a large water loss which they left for a month- large amount of mold growth- Pinchin has developed the work scope for the entire project,Type III,5/27/2021 8:10:00 AM,2021-05-31 0:00,2021-06-30 0:00,Chris Braun,Winnipeg Building and Decorating,Pinchin Ltd,0,0,0,0,0,0,0,0,0,0,0,2021
R3L,1352190,49.8788033,-97.1505154,"55 Nassau Street North, Winnipeg, MB R3L 2G8, Canada",R3L 2G8,Type 2 drywall removal,Type II,5/27/2021 8:21:00 AM,2021-06-01 0:00,2021-06-01 0:00,Winnipeg Condo Corp,Western Waste Mgmt.,,0,0,1,0,0,0,0,0,0,0,0,2021
R2H,1352205,49.8800514,-97.1178702,"225 Eugenie Street, Winnipeg, MB R2H 0Y2, Canada",R2H 0Y2,REMOVAL OF BOILER SYSTEM,Type III,5/27/2021 10:06:00 AM,2021-06-03 0:00,2021-06-04 0:00,AYNALEM ALI,Breathe Easy Eco Solutions,Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R0E,1352209,50.1776313,-96.0610122,"Cnl, Pinawa, MB R0E 1L0, Canada",R0E 1L0,Type 3 removal of asbestos-containing materials,Type III,5/27/2021 10:23:00 AM,2021-06-07 0:00,2021-08-07 0:00,Budget Demolition,Western Waste Management,Golder,0,0,0,0,0,0,0,0,0,0,0,2021
R7A,1352233,49.8455452,-99.9629948,"270 18th Street, Brandon, MB R7A 6A9, Canada",R7A 6A9,Removal of 2 elbows on the rain leader repair 2 elbows on penthouse steam line and remove approx 4 elbows in the basement of Brodie Science Building Brandon University,Other,5/27/2021 1:00:00 PM,2021-05-31 0:00,2021-05-31 0:00,Brandon University,Power Vac,Pinchin Ltd.,0,0,0,0,0,0,0,0,0,0,0,2021
R3T,1352246,49.8109062,-97.1338437,"30B Sifton Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Glove bag 1 large valve,Type II,5/27/2021 2:04:00 PM,2021-05-31 0:00,2021-06-01 0:00,University of Manitoba,Advanced Environmental,Tesseract,0,0,0,0,0,0,0,0,0,0,0,2021
R3T,1352250,49.8109452,-97.1409117,"29 Dysart Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,1 Type 2 and Glove bag of elbows in mech room for steam line repairs,Type II,5/27/2021 2:11:00 PM,2021-06-01 0:00,2021-06-02 0:00,University of Manitoba,Advanced Environmental,Tesseract,0,0,0,0,0,0,0,0,0,0,0,2021
R3T,1352253,49.8104897,-97.1362524,"92 Dysart Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Type 2 removal of mastic on concrete less than two square feet,Type II,5/27/2021 2:17:00 PM,2021-06-03 0:00,2021-06-04 0:00,University of Manitoba,Advanced Environmental,Tesseract Environmental,0,0,0,0,0,0,0,0,0,0,0,2021
R3E,1352260,49.8996601,-97.1618036,"692 Agnes Street, Winnipeg, MB R3E 1X7, Canada",R3E 1X7,Remove of textured drywall walls containing asbestos approx 150sqft,Type III,5/27/2021 3:39:00 PM,2021-06-02 0:00,2021-06-09 0:00,ServiceMaster Winnipeg,ServiceMaster Winnipeg,HLC Consulting,0,0,1,0,0,0,0,0,0,0,0,2021
R0K,1352261,49.806002,-99.639624,"L111, Shilo, MB R0K 2A0, Canada",R0K 2A0,Removal of insulation from heat exchanger and piping in mechanical room of L-111 CFB Shilo,Type III,5/27/2021 3:41:00 PM,2021-05-31 0:00,2021-06-09 0:00,CFB Shilo,Power Vac,Pinchin Ltd.,0,1,0,1,0,0,0,0,0,0,0,2021
R3L,1352295,49.8748445,-97.1479658,"569 Gertrude Avenue, Winnipeg, MB R3L 0M9, Canada",R3L 0M9,vinyal,Type I,5/28/2021 7:30:00 AM,2021-06-01 0:00,2021-06-02 0:00,gagan,RIVER STONE LANDSCAPING INC.,PRAIRIE ENVIRONMENTAL,0,0,0,0,0,0,0,0,0,0,0,2021
R2V,1352299,49.9305374,-97.1148158,"116 Tait Avenue, Winnipeg, MB R2V 0J9, Canada",R2V 0J9,Removal of ACM insulation from around a residential boiler,Type III,5/28/2021 8:08:00 AM,2021-05-31 0:00,2021-06-02 0:00,Joleen Bell,Advanced Environmental Services Inc.,Customer Discretion,0,0,0,1,0,0,0,0,0,0,0,2021
R3T,1352301,49.8106796,-97.1338181,"30 Sifton Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Glove bag removal of acm insulation,Type II,5/28/2021 8:14:00 AM,2021-05-31 0:00,2021-05-31 0:00,University of Manitoba,Advanced Environmental Services Inc,Customer Discretion,0,0,0,1,0,0,0,0,0,0,0,2021
R3T,1352302,49.8109452,-97.1409117,"29 Dysart Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2,Removal of tank insulation  under Type 3 and acm insulation under type 2 glove bag,Type III,5/28/2021 8:17:00 AM,2021-06-01 0:00,2021-06-02 0:00,University of Manitoba,Advanced Environmental Services Inc,Customer Discretion,0,0,0,1,0,0,0,0,0,0,0,2021
R3T,1352303,49.8104897,-97.1362524,"92 Dysart Road, Winnipeg, MB R3T 2M5, Canada",R3T 2M5,Removal of 2 sqft of spray on insulation and encapsulate,Type II,5/28/2021 8:21:00 AM,2021-06-03 0:00,2021-06-03 0:00,University of Manitoba,Advanced Environmental Services Inc,Customer Discretion,0,0,0,1,0,0,0,0,0,0,0,2021
